days_since_infection,median,lower_95,upper_95
24.1,0.00022701646469721,5.50025514154709e-07,0.00503674253515124
24.2,0.000216766729526299,5.02779104788385e-07,0.004903226796703
24.3,0.000206526246651405,4.59591164824702e-07,0.00476114225704282
24.4,0.000197203430789737,4.20113065789252e-07,0.00464401797251121
24.5,0.000188287653800033,3.84026127357768e-07,0.00452697735057758
24.6,0.000179287331862002,3.51039044693414e-07,0.00437796158693489
24.7,0.00017073146538796,3.2088553678793e-07,0.00423856975331679
24.8,0.000162776614428208,2.93322196821367e-07,0.00411856299696778
24.9,0.000155325841483773,2.68126527185944e-07,0.00400603565834773
25,0.000148439048340639,2.45096391560754e-07,0.00389875698196681
25.1,0.000141745267373971,2.24186009775467e-07,0.00379434143599783
25.2,0.000135197610638949,2.06918691759459e-07,0.00369271314956941
25.3,0.000128876972474888,1.91235646983083e-07,0.00359915714183662
25.4,0.000122732260151271,1.76741439633397e-07,0.00350891773386417
25.5,0.000116904719044757,1.63345937431811e-07,0.00340651110753261
25.6,0.000111587296796841,1.50965842629293e-07,0.0033134438281979
25.7,0.000106560748927865,1.39524173669532e-07,0.00322509761825334
25.8,0.000101795102573152,1.28963291736994e-07,0.003143027976995
25.9,9.71087579960202e-05,1.19202258722456e-07,0.0030702843817693
26,9.26409605137788e-05,1.10180031245138e-07,0.00299901313226797
26.1,8.84300737018974e-05,1.01840689037225e-07,0.00291374237135602
26.2,8.44105789128459e-05,9.41325444881121e-08,0.00282308325887702
26.3,8.05662951154148e-05,8.66312601328831e-08,0.00274130047405695
26.4,7.69417744452941e-05,7.90653044042671e-08,0.00266785894550232
26.5,7.34302253807041e-05,7.21603378838462e-08,0.0025963803467946
26.6,7.00517525718943e-05,6.58585974956479e-08,0.00252186615370644
26.7,6.68541121763669e-05,6.02374683450703e-08,0.00244775907296325
26.8,6.38214628131591e-05,5.5584725750692e-08,0.00237582495881468
26.9,6.08241788785434e-05,5.14829918444202e-08,0.00231116906967661
27,5.8093215872868e-05,4.77093664952161e-08,0.00224986614739925
27.1,5.54293475265557e-05,4.42123629989827e-08,0.00219018569592167
27.2,5.29080830587922e-05,4.09717022593005e-08,0.00213208496101254
27.3,5.05845753101303e-05,3.79685919603893e-08,0.00207552230528721
27.4,4.80943171819321e-05,3.51843198282405e-08,0.00202045717954589
27.5,4.58881777869539e-05,3.22625349807671e-08,0.00196685009482026
27.6,4.38620234728434e-05,2.95834108884165e-08,0.0019146625951128
27.7,4.19230670781588e-05,2.71267917748039e-08,0.00186385723081253
27.8,3.99755647788662e-05,2.48741962081546e-08,0.00181439753277204
27.9,3.82405373051897e-05,2.29438337290701e-08,0.00176624798703051
28,3.64742344814755e-05,2.11673776298393e-08,0.00171937401016753
28.1,3.48127743046724e-05,1.95284853436279e-08,0.00167374192527374
28.2,3.32167486647861e-05,1.8016502701754e-08,0.00162931893852275
28.3,3.16600262180537e-05,1.66216008230282e-08,0.0015860731163317
28.4,3.01710401914866e-05,1.53347121746884e-08,0.00154448913733352
28.5,2.87722057697855e-05,1.41474715879266e-08,0.00150470663999969
28.6,2.74323898022931e-05,1.29882934732669e-08,0.00146594738341493
28.7,2.61980370888876e-05,1.19219293848446e-08,0.0014281851244015
28.8,2.4984935346111e-05,1.09431235106633e-08,0.00139139428897895
28.9,2.38469666496873e-05,1.00446859313352e-08,0.00135464727406974
29,2.27422115248511e-05,9.22001717972396e-09,0.00131944503960501
29.1,2.17067970171065e-05,8.46305974815427e-09,0.00128671122771451
29.2,2.07083835686336e-05,7.76825357851783e-09,0.0012536353555943
29.3,1.97929331735492e-05,7.13049520812931e-09,0.0012198701045687
29.4,1.88859539531213e-05,6.54510027105124e-09,0.00118958630517721
29.5,1.80326538943938e-05,6.03548124132288e-09,0.00115927724912694
29.6,1.72061461131621e-05,5.56878619156422e-09,0.00112947382962916
29.7,1.63894206959527e-05,5.13818214256692e-09,0.00110043582027742
29.8,1.56303656868767e-05,4.7408777602263e-09,0.00107214360548883
29.9,1.49082590845203e-05,4.37429762143701e-09,0.00104450969161224
30,1.42195159152763e-05,4.03606551123371e-09,0.00101751952669602
